age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,is_success
51,admin.,divorced,secondary,no,115,yes,yes,cellular,8,may,136,1,-1,0,,no
49,admin.,single,secondary,no,275,no,no,cellular,8,may,14,1,-1,0,,no
60,retired,married,primary,no,414,no,no,cellular,8,may,395,1,-1,0,,no
32,management,single,tertiary,no,3,yes,no,cellular,8,may,161,1,-1,0,,no
36,admin.,divorced,secondary,no,496,no,no,cellular,8,may,269,3,-1,0,,no
28,management,single,tertiary,no,150,yes,no,cellular,8,may,491,1,-1,0,,no
34,management,single,tertiary,no,163,no,no,cellular,8,may,44,1,-1,0,,no
40,admin.,single,secondary,no,1322,yes,no,cellular,8,may,26,1,-1,0,,no
33,housemaid,married,primary,no,1713,yes,no,cellular,8,may,22,1,-1,0,,no
37,admin.,married,primary,no,242,yes,no,cellular,8,may,161,8,-1,0,,no
40,management,married,tertiary,no,-29,no,no,cellular,8,may,406,2,-1,0,,no
59,retired,divorced,tertiary,no,381,yes,no,cellular,8,may,422,4,-1,0,,no
39,blue-collar,single,secondary,no,82,yes,no,cellular,8,may,147,5,-1,0,,no
28,management,single,tertiary,no,21,yes,no,cellular,8,may,219,3,-1,0,,no
30,services,married,secondary,no,1801,yes,no,cellular,8,may,807,2,-1,0,,no
40,blue-collar,married,primary,no,640,yes,yes,cellular,8,may,347,2,-1,0,,no
28,blue-collar,married,primary,no,113,yes,no,cellular,8,may,534,2,-1,0,,no
39,blue-collar,married,secondary,no,1042,yes,no,cellular,8,may,58,2,-1,0,,no
44,services,divorced,secondary,no,240,yes,no,cellular,8,may,155,2,-1,0,,no
39,services,single,secondary,no,-244,yes,no,cellular,8,may,152,2,-1,0,,no
30,blue-collar,married,primary,no,70,yes,yes,cellular,8,may,461,3,-1,0,,no
35,blue-collar,married,secondary,no,-339,yes,no,cellular,8,may,389,2,-1,0,,no
31,management,married,tertiary,no,59,yes,no,cellular,8,may,314,3,-1,0,,no
47,management,married,primary,no,1222,yes,no,cellular,8,may,28,3,-1,0,,no
26,student,single,,no,-41,yes,no,cellular,8,may,229,2,-1,0,,no
25,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,30,2,-1,0,,no
42,management,married,tertiary,no,6,yes,no,cellular,8,may,103,4,-1,0,,no
30,blue-collar,married,primary,no,4,yes,no,cellular,8,may,32,2,-1,0,,no
28,services,married,secondary,no,20,yes,yes,cellular,8,may,252,2,-1,0,,no
46,admin.,divorced,tertiary,no,846,yes,no,cellular,8,may,369,2,-1,0,,no
43,blue-collar,divorced,secondary,no,338,yes,no,cellular,8,may,116,1,-1,0,,no
38,technician,married,,no,90,yes,yes,cellular,8,may,20,2,-1,0,,no
31,blue-collar,married,primary,no,406,yes,no,cellular,8,may,31,1,-1,0,,no
29,services,single,secondary,no,2,no,no,cellular,8,may,190,1,-1,0,,no
34,services,married,secondary,no,2211,no,no,cellular,8,may,149,1,-1,0,,no
40,blue-collar,married,primary,no,87,yes,no,cellular,8,may,210,1,-1,0,,no
30,technician,single,tertiary,no,178,yes,no,cellular,8,may,234,1,-1,0,,no
44,technician,married,,no,185,yes,yes,cellular,8,may,63,1,-1,0,,no
38,blue-collar,married,secondary,no,-210,yes,no,cellular,8,may,21,1,-1,0,,no
32,blue-collar,married,secondary,no,1,yes,no,cellular,8,may,102,1,-1,0,,no
33,management,married,secondary,yes,879,yes,no,cellular,8,may,245,1,-1,0,,no
32,blue-collar,married,secondary,no,214,yes,no,cellular,8,may,190,1,-1,0,,no
40,technician,married,,no,698,yes,no,cellular,8,may,223,2,-1,0,,no
34,management,married,tertiary,no,1601,yes,no,cellular,8,may,650,2,-1,0,,no
30,blue-collar,married,secondary,no,717,yes,no,cellular,8,may,42,1,-1,0,,no
53,blue-collar,divorced,primary,no,255,yes,no,cellular,8,may,206,2,-1,0,,no
39,management,single,tertiary,no,375,yes,no,cellular,8,may,66,2,-1,0,,no
46,blue-collar,married,primary,no,587,yes,no,cellular,8,may,173,2,-1,0,,no
32,management,married,tertiary,no,644,yes,yes,cellular,8,may,477,2,-1,0,,no
60,technician,married,,no,0,yes,no,cellular,8,may,77,1,-1,0,,no
40,management,single,tertiary,no,-275,yes,no,cellular,8,may,219,2,-1,0,,no
47,blue-collar,married,secondary,no,116,yes,no,cellular,8,may,376,2,-1,0,,no
25,entrepreneur,married,tertiary,no,37,yes,yes,cellular,8,may,453,2,-1,0,,no
44,blue-collar,married,primary,no,753,yes,no,cellular,8,may,151,2,-1,0,,no
38,blue-collar,single,primary,no,162,yes,no,cellular,8,may,200,2,-1,0,,no
45,admin.,divorced,secondary,no,984,yes,no,cellular,8,may,298,5,-1,0,,no
34,blue-collar,married,secondary,no,199,yes,no,cellular,8,may,627,3,-1,0,,no
36,services,divorced,secondary,no,241,yes,no,cellular,8,may,133,1,-1,0,,no
30,blue-collar,single,secondary,no,648,yes,yes,cellular,8,may,287,1,-1,0,,no
35,blue-collar,single,secondary,no,907,yes,yes,cellular,8,may,242,1,-1,0,,no
39,unemployed,divorced,secondary,no,6322,no,no,cellular,8,may,184,1,-1,0,,no
46,blue-collar,married,secondary,no,125,yes,yes,cellular,8,may,119,2,-1,0,,no
36,self-employed,married,primary,no,90,yes,no,cellular,8,may,403,2,-1,0,,no
22,technician,single,secondary,no,54,yes,yes,cellular,8,may,626,6,-1,0,,no
26,blue-collar,single,secondary,no,-132,no,no,cellular,8,may,12,1,-1,0,,no
48,admin.,divorced,secondary,no,267,no,no,cellular,8,may,266,1,-1,0,,no
32,blue-collar,married,primary,no,289,yes,no,cellular,8,may,23,4,-1,0,,no
58,self-employed,divorced,secondary,no,613,yes,no,cellular,8,may,154,2,-1,0,,no
57,entrepreneur,married,,no,618,yes,no,cellular,8,may,10,7,-1,0,,no
53,management,married,tertiary,no,1786,yes,no,cellular,8,may,66,2,-1,0,,no
29,management,divorced,tertiary,no,607,yes,yes,cellular,8,may,240,3,-1,0,,no
34,services,married,secondary,no,586,yes,yes,cellular,8,may,224,2,-1,0,,no
32,services,single,secondary,no,459,yes,no,,8,may,202,2,-1,0,,no
55,entrepreneur,married,primary,no,298,yes,no,,8,may,144,3,-1,0,,no
50,blue-collar,divorced,primary,no,134,no,no,,8,may,263,2,-1,0,,no
43,blue-collar,married,primary,no,34,yes,no,,8,may,543,3,-1,0,,no
44,services,single,secondary,no,1378,yes,no,,8,may,257,2,-1,0,,no
27,blue-collar,married,tertiary,no,417,yes,yes,cellular,8,may,237,2,-1,0,,no
35,blue-collar,married,secondary,no,25,yes,no,cellular,8,may,23,5,-1,0,,no
45,services,married,secondary,no,22,yes,no,cellular,8,may,209,3,-1,0,,no
35,blue-collar,single,primary,no,398,yes,no,cellular,8,may,34,1,-1,0,,no
49,blue-collar,single,primary,no,1164,yes,no,cellular,8,may,72,1,-1,0,,no
34,management,married,secondary,no,487,yes,no,cellular,8,may,442,2,-1,0,,no
46,admin.,married,secondary,no,1069,yes,no,cellular,8,may,45,2,-1,0,,no
42,retired,married,primary,no,0,yes,no,cellular,8,may,186,2,-1,0,,no
55,blue-collar,married,primary,no,332,yes,no,cellular,8,may,318,2,-1,0,,no
37,blue-collar,married,secondary,no,121,yes,no,cellular,8,may,617,2,-1,0,,no
31,blue-collar,married,primary,no,68,yes,no,cellular,8,may,226,1,-1,0,,no
57,blue-collar,divorced,primary,no,-176,yes,no,cellular,8,may,275,1,-1,0,,no
33,blue-collar,married,secondary,no,527,yes,yes,cellular,8,may,81,2,-1,0,,no
43,services,single,,no,193,yes,no,cellular,8,may,74,7,-1,0,,no
60,blue-collar,divorced,primary,no,7601,yes,no,cellular,8,may,285,1,-1,0,,no
51,management,married,tertiary,no,751,no,no,cellular,8,may,261,5,-1,0,,no
38,blue-collar,single,,no,495,yes,no,cellular,8,may,297,1,-1,0,,no
37,technician,single,secondary,no,670,yes,no,cellular,8,may,78,3,-1,0,,no
41,blue-collar,single,secondary,no,363,yes,no,cellular,8,may,183,3,-1,0,,no
42,blue-collar,married,secondary,no,376,yes,no,cellular,8,may,15,1,-1,0,,no
41,management,divorced,tertiary,no,292,yes,no,cellular,8,may,352,2,-1,0,,no
33,technician,married,,no,0,no,no,cellular,8,may,345,2,-1,0,,no
32,admin.,single,secondary,no,184,yes,no,cellular,8,may,230,4,-1,0,,no
30,services,married,secondary,no,80,yes,no,cellular,8,may,185,2,-1,0,,no
43,technician,married,secondary,no,1824,yes,no,cellular,8,may,296,1,-1,0,,no
30,blue-collar,married,secondary,no,2850,no,no,cellular,8,may,181,2,-1,0,,no
37,blue-collar,divorced,secondary,no,48,yes,no,cellular,8,may,133,2,-1,0,,no
34,management,married,tertiary,no,76,no,no,cellular,8,may,335,9,-1,0,,no
32,unemployed,single,tertiary,no,336,yes,no,cellular,8,may,139,1,-1,0,,no
42,technician,married,secondary,no,0,no,yes,cellular,8,may,7,3,-1,0,,no
35,technician,single,secondary,no,433,yes,no,cellular,8,may,163,2,-1,0,,no
34,blue-collar,married,secondary,no,103,yes,yes,cellular,8,may,956,2,-1,0,,no
50,blue-collar,married,primary,no,1164,yes,no,cellular,8,may,166,2,-1,0,,no
34,blue-collar,married,secondary,no,129,yes,no,cellular,8,may,71,2,-1,0,,no
38,services,divorced,secondary,no,5873,no,no,cellular,8,may,191,2,-1,0,,no
28,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,459,2,-1,0,,no
55,blue-collar,married,primary,no,82,yes,no,cellular,8,may,292,2,-1,0,,no
38,blue-collar,married,primary,no,362,yes,no,cellular,8,may,100,5,-1,0,,no
31,blue-collar,married,secondary,no,186,yes,no,cellular,8,may,257,3,-1,0,,no
57,admin.,married,secondary,no,1216,yes,no,cellular,8,may,255,6,-1,0,,no
50,management,divorced,tertiary,no,704,yes,no,cellular,8,may,233,2,-1,0,,no
47,blue-collar,married,primary,no,205,yes,no,cellular,8,may,128,2,-1,0,,no
39,blue-collar,married,primary,no,830,yes,no,cellular,8,may,246,2,-1,0,,no
34,services,married,secondary,no,-315,yes,no,cellular,8,may,56,2,-1,0,,no
41,technician,married,secondary,no,64,yes,yes,cellular,8,may,210,2,-1,0,,no
59,entrepreneur,married,tertiary,no,-820,no,no,cellular,8,may,43,2,-1,0,,no
35,self-employed,single,tertiary,no,538,yes,yes,cellular,8,may,21,9,-1,0,,no
31,technician,single,tertiary,no,948,yes,no,cellular,8,may,91,2,-1,0,,no
55,management,married,tertiary,no,1288,yes,no,cellular,8,may,67,2,-1,0,,no
36,blue-collar,married,,no,70,yes,no,cellular,8,may,219,4,-1,0,,no
41,management,married,tertiary,no,393,yes,no,cellular,8,may,110,2,-1,0,,no
44,technician,single,secondary,no,365,yes,no,cellular,8,may,169,2,-1,0,,no
40,blue-collar,single,secondary,no,879,yes,yes,cellular,8,may,248,3,-1,0,,no
32,blue-collar,married,secondary,no,491,yes,no,cellular,8,may,223,2,-1,0,,no
38,management,single,tertiary,no,0,yes,no,cellular,8,may,92,3,-1,0,,no
27,student,single,secondary,no,0,no,no,cellular,8,may,93,2,-1,0,,no
33,unemployed,married,secondary,no,229,yes,no,cellular,8,may,205,4,-1,0,,no
37,services,married,secondary,no,22,yes,yes,cellular,8,may,160,1,-1,0,,no
40,management,married,tertiary,no,570,yes,no,cellular,8,may,105,2,-1,0,,no
33,blue-collar,single,secondary,no,56,yes,no,cellular,8,may,112,2,-1,0,,no
40,admin.,single,secondary,no,118,yes,no,cellular,8,may,383,3,-1,0,,no
27,blue-collar,married,secondary,no,106,yes,no,cellular,8,may,207,2,-1,0,,no
42,management,single,tertiary,no,1768,yes,no,cellular,8,may,193,2,-1,0,,no
41,blue-collar,married,secondary,no,213,yes,no,cellular,8,may,10,2,-1,0,,no
38,unemployed,married,primary,no,1147,yes,yes,cellular,8,may,249,5,-1,0,,no
44,blue-collar,married,secondary,no,373,yes,no,cellular,8,may,122,2,-1,0,,no
31,blue-collar,married,primary,no,50,yes,no,cellular,8,may,300,2,-1,0,,no
34,blue-collar,married,secondary,no,67,yes,yes,cellular,8,may,672,3,-1,0,,no
46,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,390,3,-1,0,,no
33,admin.,married,secondary,no,61,yes,yes,cellular,8,may,116,2,-1,0,,no
36,blue-collar,married,secondary,no,504,yes,no,cellular,8,may,481,2,-1,0,,no
32,unemployed,single,secondary,no,177,yes,no,cellular,8,may,21,3,-1,0,,no
27,technician,single,secondary,no,584,yes,no,cellular,8,may,192,2,-1,0,,no
31,services,married,primary,no,-732,yes,no,cellular,8,may,6,2,-1,0,,no
41,management,single,tertiary,no,572,yes,no,cellular,8,may,8,2,-1,0,,no
35,blue-collar,married,primary,no,105,yes,no,cellular,8,may,369,2,-1,0,,no
50,technician,single,tertiary,no,0,yes,no,cellular,8,may,393,2,-1,0,,no
33,technician,married,secondary,no,832,yes,yes,cellular,8,may,246,3,-1,0,,no
48,blue-collar,married,primary,no,2642,yes,no,cellular,8,may,330,3,-1,0,,no
36,technician,married,secondary,no,195,yes,no,cellular,8,may,380,2,-1,0,,no
29,housemaid,single,secondary,no,718,yes,no,cellular,8,may,91,3,-1,0,,no
34,management,married,tertiary,no,336,yes,yes,cellular,8,may,84,2,-1,0,,no
39,blue-collar,married,primary,no,332,yes,no,cellular,8,may,277,3,-1,0,,no
32,management,divorced,tertiary,no,1,yes,no,cellular,8,may,399,4,-1,0,,no
59,retired,divorced,primary,no,-138,yes,yes,cellular,8,may,89,4,-1,0,,no
50,blue-collar,married,primary,no,749,no,no,cellular,8,may,297,2,-1,0,,no
37,admin.,married,secondary,no,14,yes,no,cellular,8,may,176,2,-1,0,,no
33,unemployed,single,secondary,no,177,no,no,cellular,8,may,75,4,-1,0,,no
52,blue-collar,married,secondary,no,557,no,no,cellular,8,may,111,3,-1,0,,no
43,blue-collar,married,primary,no,126,yes,no,cellular,8,may,170,2,-1,0,,no
53,blue-collar,married,secondary,no,359,no,yes,,8,may,238,8,-1,0,,no
37,blue-collar,married,primary,no,496,yes,no,,8,may,137,2,-1,0,,no
50,services,single,secondary,no,72,no,no,,8,may,141,2,-1,0,,no
53,blue-collar,married,secondary,no,175,yes,no,,8,may,49,4,-1,0,,no
47,blue-collar,married,primary,no,430,no,no,,8,may,89,8,-1,0,,no
48,technician,divorced,tertiary,no,574,yes,no,,8,may,341,2,-1,0,,no
35,technician,divorced,secondary,no,69,yes,no,,8,may,461,3,-1,0,,no
42,self-employed,married,secondary,no,106,yes,no,,8,may,515,3,-1,0,,no
43,management,divorced,tertiary,no,0,yes,no,,8,may,123,2,-1,0,,no
40,services,single,secondary,no,23,yes,no,,8,may,179,5,-1,0,,no
36,services,married,secondary,no,42,yes,no,,8,may,102,4,-1,0,,no
39,management,married,tertiary,no,429,yes,no,,8,may,272,4,-1,0,,no
32,blue-collar,divorced,primary,no,88,yes,no,,8,may,17,3,-1,0,,no
44,management,divorced,tertiary,no,3932,yes,no,,8,may,40,2,-1,0,,no
43,technician,divorced,secondary,no,177,yes,no,,8,may,209,3,-1,0,,no
53,self-employed,married,secondary,no,468,yes,no,,8,may,89,5,-1,0,,no
41,services,married,secondary,no,639,yes,no,,8,may,1187,2,-1,0,,no
53,management,married,tertiary,no,2124,yes,no,,8,may,123,2,-1,0,,no
31,unemployed,married,primary,no,309,yes,no,,8,may,104,3,-1,0,,no
51,blue-collar,married,primary,no,202,yes,no,,8,may,200,2,-1,0,,no
32,blue-collar,married,secondary,no,20,yes,yes,,8,may,117,3,-1,0,,no
52,blue-collar,married,secondary,no,-17,yes,no,,8,may,37,3,-1,0,,no
41,management,married,primary,no,-417,yes,no,,8,may,51,3,-1,0,,no
30,management,single,tertiary,no,528,yes,no,,8,may,145,4,-1,0,,no
32,management,single,tertiary,no,394,yes,no,,8,may,466,2,-1,0,,no
31,blue-collar,married,primary,no,856,yes,no,,8,may,303,3,-1,0,,no
38,blue-collar,married,secondary,no,468,yes,no,,8,may,101,2,-1,0,,no
44,blue-collar,married,secondary,no,138,yes,no,,8,may,283,3,-1,0,,no
36,blue-collar,married,secondary,no,406,yes,no,,8,may,826,3,-1,0,,no
34,admin.,married,tertiary,no,221,yes,no,,8,may,185,4,-1,0,,no
40,admin.,married,secondary,no,523,yes,yes,,8,may,598,3,-1,0,,no
41,blue-collar,married,primary,no,-52,yes,no,,8,may,120,5,-1,0,,no
56,technician,divorced,secondary,no,397,yes,no,,8,may,185,7,-1,0,,no
39,blue-collar,married,primary,no,-432,yes,no,,8,may,159,3,-1,0,,no
34,blue-collar,married,primary,no,298,yes,no,,8,may,220,2,-1,0,,no
41,blue-collar,single,secondary,no,1080,yes,yes,,8,may,192,4,-1,0,,no
39,management,single,tertiary,no,-85,yes,no,,8,may,423,2,-1,0,,no
33,admin.,married,secondary,no,4012,no,yes,,8,may,337,4,-1,0,,no
52,management,divorced,secondary,no,123,no,no,,8,may,306,2,-1,0,,no
26,management,single,tertiary,no,498,yes,no,,8,may,99,3,-1,0,,no
54,unemployed,married,secondary,no,23,yes,no,,8,may,27,3,-1,0,,no
30,technician,married,,yes,-315,yes,no,,8,may,201,2,-1,0,,no
35,management,married,tertiary,yes,89,no,yes,,8,may,166,3,-1,0,,no
47,technician,divorced,secondary,no,699,yes,no,,8,may,182,1,-1,0,,no
53,blue-collar,divorced,secondary,no,145,yes,no,,8,may,193,1,-1,0,,no
29,blue-collar,single,secondary,no,-138,yes,yes,,8,may,271,5,-1,0,,no
36,technician,married,tertiary,no,491,yes,no,,8,may,103,3,-1,0,,no
35,management,married,tertiary,no,820,yes,no,,8,may,287,4,-1,0,,no
43,blue-collar,married,secondary,no,1376,yes,no,,8,may,235,4,-1,0,,no
38,blue-collar,married,primary,no,0,yes,no,,8,may,732,2,-1,0,,no
39,blue-collar,married,secondary,no,507,yes,no,,8,may,136,2,-1,0,,no
58,management,married,secondary,no,771,no,no,,8,may,126,3,-1,0,,no
33,services,married,secondary,no,310,yes,no,,8,may,172,4,-1,0,,no
60,blue-collar,married,primary,no,136,yes,no,,8,may,43,2,-1,0,,no
45,admin.,married,secondary,no,310,yes,no,,8,may,191,2,-1,0,,no
39,blue-collar,married,primary,no,813,yes,no,,8,may,117,2,-1,0,,no
35,management,married,tertiary,no,14,yes,yes,,8,may,64,1,-1,0,,no
41,blue-collar,married,primary,no,-97,yes,no,,8,may,260,5,-1,0,,no
40,services,married,primary,no,332,yes,no,,8,may,149,1,-1,0,,no
33,services,married,secondary,no,5034,yes,no,,8,may,207,3,-1,0,,no
32,admin.,divorced,secondary,no,281,yes,no,,8,may,231,4,-1,0,,no
44,management,married,secondary,no,576,yes,no,,8,may,128,3,-1,0,,no
34,management,single,tertiary,no,1891,yes,no,,9,may,162,5,-1,0,,no
29,services,single,secondary,no,473,yes,yes,,9,may,180,2,-1,0,,no
49,blue-collar,married,primary,no,216,yes,no,,9,may,144,2,-1,0,,no
31,blue-collar,married,secondary,no,-13,yes,no,,9,may,260,3,-1,0,,no
47,admin.,divorced,secondary,no,162,yes,no,,9,may,203,4,-1,0,,no
34,blue-collar,married,primary,no,365,yes,no,,9,may,85,2,-1,0,,no
32,management,single,tertiary,no,264,yes,no,,9,may,211,2,-1,0,,no
32,admin.,single,tertiary,no,490,yes,no,,9,may,94,2,-1,0,,no
56,technician,single,primary,no,230,yes,no,,9,may,122,4,-1,0,,no
28,technician,single,secondary,no,-9,yes,yes,,9,may,175,5,-1,0,,no
35,technician,single,secondary,no,317,yes,no,,9,may,292,2,-1,0,,no
52,self-employed,single,tertiary,no,458,yes,yes,,9,may,132,5,-1,0,,no
35,technician,married,secondary,no,19,yes,no,,9,may,130,2,-1,0,,no
32,blue-collar,married,secondary,no,536,yes,no,,9,may,208,2,-1,0,,no
42,management,divorced,secondary,no,117,yes,no,,9,may,105,1,-1,0,,no
51,blue-collar,single,primary,no,368,yes,no,,9,may,205,1,-1,0,,no
47,blue-collar,married,secondary,no,-98,yes,no,,9,may,112,1,-1,0,,no
34,services,married,secondary,no,627,yes,no,,9,may,117,9,-1,0,,no
45,admin.,married,secondary,no,180,yes,no,,9,may,218,1,-1,0,,no
31,technician,divorced,secondary,no,26,yes,no,,9,may,62,1,-1,0,,no
40,blue-collar,married,primary,no,2171,yes,no,,9,may,97,1,-1,0,,no
53,entrepreneur,married,secondary,no,-118,yes,no,,9,may,101,3,-1,0,,no
44,technician,single,secondary,no,1059,yes,no,,9,may,286,1,-1,0,,no
49,blue-collar,married,primary,no,186,yes,no,,9,may,241,1,-1,0,,no
47,services,married,secondary,no,1306,yes,no,,9,may,252,4,-1,0,,no
31,blue-collar,married,primary,no,3007,yes,no,,9,may,283,1,-1,0,,no
45,admin.,single,secondary,no,-88,yes,no,,9,may,131,1,-1,0,,no
30,blue-collar,married,primary,no,265,yes,yes,,9,may,380,1,-1,0,,no
40,blue-collar,divorced,primary,no,21,yes,no,,9,may,584,1,-1,0,,no
27,admin.,single,,no,230,yes,no,,9,may,371,1,-1,0,,no
28,admin.,married,secondary,no,252,yes,no,,9,may,448,1,-1,0,,no
28,admin.,single,tertiary,no,422,yes,no,,9,may,274,1,-1,0,,no
44,blue-collar,married,secondary,no,85,yes,no,,9,may,116,2,-1,0,,no
35,management,married,tertiary,no,4286,yes,no,,9,may,357,1,-1,0,,no
29,blue-collar,married,secondary,no,0,no,no,,9,may,215,1,-1,0,,no
33,blue-collar,divorced,primary,no,60,no,no,,9,may,131,1,-1,0,,no
32,blue-collar,married,secondary,no,687,yes,no,,9,may,61,1,-1,0,,no
36,technician,single,secondary,no,-333,yes,yes,,9,may,847,1,-1,0,,no
41,technician,married,secondary,no,483,yes,no,,9,may,319,1,-1,0,,no
35,blue-collar,married,secondary,no,503,yes,yes,,9,may,57,2,-1,0,,no
40,blue-collar,married,secondary,no,1245,yes,no,,9,may,306,1,-1,0,,no
42,blue-collar,married,secondary,no,117,yes,no,,9,may,147,1,-1,0,,no
34,technician,single,tertiary,yes,33,yes,yes,,9,may,244,1,-1,0,,no
41,technician,single,secondary,no,-320,yes,no,,9,may,128,1,-1,0,,no
43,blue-collar,divorced,primary,no,49,yes,no,,9,may,100,1,-1,0,,no
37,management,married,tertiary,no,0,yes,no,,9,may,59,1,-1,0,,no
26,blue-collar,single,secondary,no,100,yes,no,,9,may,24,1,-1,0,,no
32,housemaid,married,primary,no,344,yes,no,,9,may,85,2,-1,0,,no
51,blue-collar,married,secondary,no,-286,yes,no,,9,may,70,1,-1,0,,no
38,blue-collar,single,secondary,no,57,yes,no,,9,may,21,1,-1,0,,no
51,unemployed,divorced,secondary,no,370,no,no,,9,may,167,1,-1,0,,no
49,services,divorced,secondary,no,470,yes,no,,9,may,659,2,-1,0,,no
31,housemaid,married,secondary,no,0,yes,no,,9,may,327,2,-1,0,,no
33,blue-collar,married,primary,no,767,yes,no,,9,may,296,3,-1,0,,no
30,admin.,single,,yes,1,no,no,,9,may,307,1,-1,0,,no
33,technician,married,secondary,no,0,no,no,,9,may,120,1,-1,0,,no
41,unemployed,married,secondary,no,121,yes,no,,9,may,390,2,-1,0,,no
37,blue-collar,married,secondary,no,190,yes,no,,9,may,83,2,-1,0,,no
33,blue-collar,married,primary,no,120,yes,no,,9,may,250,1,-1,0,,no
32,services,married,secondary,no,2068,yes,yes,,9,may,143,1,-1,0,,no
34,management,single,tertiary,no,-322,no,no,,9,may,198,1,-1,0,,no
32,blue-collar,married,primary,no,274,yes,no,,9,may,21,3,-1,0,,no
28,blue-collar,married,secondary,no,6,yes,no,,9,may,254,1,-1,0,,no
46,technician,divorced,tertiary,no,288,yes,no,,9,may,166,1,-1,0,,no
52,services,divorced,primary,no,146,yes,no,,9,may,93,1,-1,0,,no
34,blue-collar,married,secondary,no,286,yes,no,,9,may,134,2,-1,0,,no
27,technician,divorced,secondary,no,114,yes,yes,,9,may,375,2,-1,0,,no
32,technician,single,tertiary,no,190,yes,yes,,9,may,352,1,-1,0,,no
37,blue-collar,single,secondary,no,111,yes,no,,9,may,217,2,-1,0,,no
29,management,married,tertiary,no,246,yes,no,,9,may,45,1,-1,0,,no
40,housemaid,divorced,secondary,no,108,no,no,,9,may,93,1,-1,0,,no
47,technician,married,primary,no,187,yes,no,,9,may,165,1,-1,0,,no
34,blue-collar,married,secondary,no,457,yes,no,,9,may,266,1,-1,0,,no
25,admin.,single,secondary,no,131,yes,yes,,9,may,237,1,-1,0,,no
30,management,married,tertiary,no,1825,yes,no,,9,may,164,1,-1,0,,no
35,blue-collar,married,secondary,yes,-198,yes,no,,9,may,72,2,-1,0,,no
32,blue-collar,divorced,secondary,no,739,yes,no,,9,may,171,1,-1,0,,no
27,services,single,secondary,no,777,yes,no,,9,may,131,3,-1,0,,no
37,blue-collar,married,primary,no,378,yes,no,,9,may,514,1,-1,0,,no
35,blue-collar,single,primary,no,337,yes,no,,9,may,127,1,-1,0,,no
34,blue-collar,married,primary,no,-78,yes,no,,9,may,198,1,-1,0,,no
31,admin.,married,secondary,no,355,yes,no,,9,may,239,1,-1,0,,no
36,management,divorced,tertiary,no,133,yes,no,,9,may,117,1,-1,0,,no
38,technician,married,secondary,no,32,yes,no,,9,may,705,1,-1,0,,no
25,services,married,secondary,no,55,yes,yes,,9,may,155,1,-1,0,,no
51,management,single,tertiary,no,417,yes,no,,9,may,18,1,-1,0,,no
26,blue-collar,single,secondary,no,153,yes,no,,9,may,386,1,-1,0,,no
40,retired,married,tertiary,no,794,no,no,,9,may,138,1,-1,0,,no
26,services,single,secondary,no,187,yes,no,,9,may,341,1,-1,0,,no
36,services,married,secondary,no,335,yes,no,,9,may,339,2,-1,0,,no
59,blue-collar,married,secondary,no,1407,yes,no,,9,may,232,1,-1,0,,no
26,blue-collar,single,secondary,no,-116,yes,yes,,9,may,208,1,-1,0,,no
49,self-employed,married,tertiary,no,1842,yes,no,,9,may,124,2,-1,0,,no
33,blue-collar,married,primary,no,329,yes,no,,9,may,44,1,-1,0,,no
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,,yes
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,140,1,143,3,failure,yes
56,technician,married,secondary,no,589,yes,no,,23,oct,518,1,147,2,success,yes
34,admin.,married,tertiary,no,899,yes,no,,12,nov,114,1,170,3,failure,yes
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes
37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,171,4,failure,yes
,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes
,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,,yes
,technician,married,tertiary,no,26,no,yes,cellular,18,nov,419,1,127,6,,yes
,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,,yes
,management,divorced,secondary,no,644,yes,no,cellular,19,nov,418,1,168,1,success,yes
,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,yes
,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,,yes
,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,,yes
,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,,yes
,management,married,tertiary,no,1006,yes,no,cellular,19,nov,783,3,195,2,,yes
,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,680,2,111,6,failure,yes
,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,yes
,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes
